observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
calmoBarbo_2025_01_26__19_28_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_28_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_28_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6408682958,0.3392023329,1.05817474e-06,1.560483871e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_28_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_28_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_28_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Coleoptera11,,,,,,,,,0.4639127379,0.4778179724,9.516652249e-07,1.425979263e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_28_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_28_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_28_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hymenoptera,,,,,,,,,0.5234304715,0.5023850806,1.03557526e-06,2.219758065e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_28_06_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_28_06_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_28_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6573719723,0.8003133641,1.195393599e-06,1.705789171e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_30_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_30_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_30_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.1614945934,0.7633300691,5.632785467e-06,9.562211982e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_30_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_30_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_30_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hemiptera,,,,,,,,,0.2794290657,0.2174750864,9.033737024e-06,1.646327765e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_30_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_30_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_30_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6405573097,0.7969189228,1.187175606e-06,1.976814516e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_30_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_30_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_30_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Coleoptera11,,,,,,,,,0.5055701773,0.517687788,7.558391003e-07,1.554579493e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_30_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_30_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_30_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6155303849,0.8006455933,9.566392734e-07,1.913162442e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_31_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_31_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_31_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.1581248919,0.7588101959,6.167820069e-06,1.038551267e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_31_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_31_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_31_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.6018705666,0.2023654954,6.797361592e-06,1.037355991e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_31_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_31_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_31_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,ERROR,,,,,,,,,0.203741782,0.5719663018,5.931769031e-06,1.108827765e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_31_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_31_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_31_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.1160726644,0.818297523,4.060986159e-06,7.322148618e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_31_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_31_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_31_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6410794766,0.3391660426,1.027681661e-06,1.509936636e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_31_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_31_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_31_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hemiptera,,,,,,,,,0.68541609,0.4129542051,1.306120242e-06,2.924395161e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_31_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_31_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_31_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.3086168901,0.7991493376,1.09903763e-05,1.674236751e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_31_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_31_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_31_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Coleoptera11,,,,,,,,,0.5058153114,0.5160285138,6.995025952e-07,1.569412442e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_31_06_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_31_06_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_31_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6408596453,0.7975980703,1.124351211e-06,1.840293779e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.6006993945,0.2005184332,7.03200692e-06,1.086074309e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.2610027033,0.5673470622,2.765570934e-06,5.618807604e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,ERROR,,,,,,,,,0.2035535251,0.573124424,5.717560554e-06,1.042842742e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.1162461073,0.8164919355,4.142084775e-06,7.34187788e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6410801254,0.3393217166,1.024653979e-06,1.467741935e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hemiptera,,,,,,,,,0.6853194204,0.4129300115,1.326557093e-06,2.971774194e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hemiptera,,,,,,,,,0.5166057526,0.5106584101,1.379974048e-06,3.037442396e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6409430147,0.79740553,1.094723183e-06,1.806739631e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.5323970588,0.7316978687,8.824610727e-07,1.271889401e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_9_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_9_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Coleoptera11,,,,,,,,,0.5064157656,0.5163058756,6.127811419e-07,1.440812212e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_32_06_HDR0_10_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_32_06_HDR0_10_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_32_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hymenoptera,,,,,,,,,0.4307848183,0.6134036578,9.912413495e-07,1.502304147e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hemiptera,,,,,,,,,0.1978721886,0.1740951901,8.226643599e-06,1.754550691e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.260865917,0.5673045795,2.798983564e-06,5.66906682e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,ERROR,,,,,,,,,0.2018691609,0.5702881624,6.206639273e-06,1.151958525e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6408970588,0.3389356279,1.046929066e-06,1.568980415e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hemiptera,,,,,,,,,0.6851204585,0.4123319412,1.339857266e-06,2.978830645e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.1159429066,0.8168463422,4.131163495e-06,7.221198157e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hemiptera,,,,,,,,,0.5162980104,0.5113999136,1.377054498e-06,3.019585253e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hymenoptera,,,,,,,,,0.6889469074,0.8163699597,7.288819204e-06,1.279334677e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_8_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6396990701,0.7966814516,1.306336505e-06,2.075172811e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_9_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_9_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Coleoptera11,,,,,,,,,0.494606942,0.530015409,6.988538062e-07,1.457085253e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_33_05_HDR0_10_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_33_05_HDR0_10_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_33_05_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6150054066,0.8012976671,9.15549308e-07,1.624135945e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_34_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_34_06_HDR0_0_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_34_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.2583130407,0.5762750576,3.177984429e-06,6.119815668e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_34_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_34_06_HDR0_1_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_34_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Diptera,,,,,,,,,0.2017732483,0.5757608007,6.16133218e-06,1.169398041e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_34_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_34_06_HDR0_2_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_34_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.6674343642,0.2621615783,3.4316609e-06,7.512528802e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_34_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_34_06_HDR0_3_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_34_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hemiptera,,,,,,,,,0.6853932742,0.4126774194,1.291522491e-06,2.862759217e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_34_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_34_06_HDR0_4_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_34_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Lepidoptera,,,,,,,,,0.1153425606,0.8166995968,4.288170415e-06,7.198732719e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_34_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_34_06_HDR0_5_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_34_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Tenebrionoidea2,,,,,,,,,0.6409491782,0.3390767569,1.033845156e-06,1.536434332e-06,human,HS,,,,
calmoBarbo_2025_01_26__19_34_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_34_06_HDR0_6_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_34_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Diptera,,,,,,,,,0.3895605536,0.8252752016,7.116890138e-06,1.219095622e-05,human,HS,,,,
calmoBarbo_2025_01_26__19_34_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt.jpg,Panama_Hoya_408m_calmoBarbo_2025-01-26,calmoBarbo_2025_01_26__19_34_06_HDR0_7_Mothbot_yolo11m_4500_imgsz1600_b1_2024-01-18.pt,calmoBarbo_2025_01_26__19_34_06_HDR0.jpg,2025-01-26T00:00:00-05:00,2025-01-29T23:59:59-05:00,media,animal,,Hemiptera,,,,,,,,,0.4693307742,0.4508676555,1.193230969e-06,2.288738479e-06,human,HS,,,,
